sku,main_category,sub_category,child_category,product_name,product_feature_image,product_description,current_price,previous_price,stock,variation,variation stock,variation price,tags,meta_tag,meta_description,attibutes,details,user_id,size_pre_price,size_image,short_details,youtube,slug,other_image,status,minPrice,maxPrice
RIMIB00137,Imitation Jewellery,Necklace,,Beautiful Four Layer Green Beads Bracelet,https://shop.southindiajewels.com/wp-content/uploads/2021/02/Beautiful-Four-Layer-Green-Beads-Bracelet-01.jpg,This is a test product,7,7,20,,,,Imitation Bangles,,,,This is a test product,56,,,This is a test product,,,,1,7,7
RIMIC00056,Imitation Jewellery,Necklace,,Traditional Pearl Choker Set,https://shop.southindiajewels.com/wp-content/uploads/2020/11/Traditional-Pearl-Choker-Set-01.jpg,This is a test product,8,8,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,56,,,This is a test product,,,,1,8,8
RIMIC00094,Imitation Jewellery,Necklace,,Beautiful Blue Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/12/Beautiful-Blue-Choker-scaled.jpg,This is a test product,9,9,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,56,,,This is a test product,,,,1,9,9
SAIDE00305,Imitation Jewellery,Necklace,,Classic Gold Plated Designer Ear Studs,https://shop.southindiajewels.com/wp-content/uploads/2020/12/Classic-Gold-Plated-Designer-Ear-Studs-01.jpg,This is a test product,10,10,20,,,,Designer Earrings,,,,This is a test product,44,,,This is a test product,,,,1,10,10
SAIIC00252,Imitation Jewellery,Necklace,,Beautiful Lakshmi Design Ruby Stone Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/10/Beautiful-Lakshmi-Design-Ruby-Stone-Choker-01-scaled.jpg,This is a test product,11,11,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,44,,,This is a test product,,,,1,11,11
SAIIC00300,Imitation Jewellery,Necklace,,Bridal Wear Lakshmi Motif Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/11/Bridal-Wear-Lakshmi-Motif-Choker-01.jpg,This is a test product,12,12,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,44,,,This is a test product,,,,1,12,12
SAIIC00301,Imitation Jewellery,Necklace,,Traditional Peacock Design Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/11/Traditional-Peacock-Design-Choker-01.jpg,This is a test product,13,13,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,44,,,This is a test product,,,,1,13,13
SAIIC00302,Imitation Jewellery,Necklace,,Grand Red & White Kundan Choker Set,https://shop.southindiajewels.com/wp-content/uploads/2020/12/Grand-Red-White-Kundan-Choker-Set-01.jpg,This is a test product,14,14,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,44,,,This is a test product,,,,1,14,14
SAMDC00090,Imitation Jewellery,Necklace,,Bridal Ruby & Kundan Stone Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/06/Bridal-Ruby-Kundan-Stone-Choker.jpg,This is a test product,15,15,20,,,,"Designer Choker,Designer Necklace",,,,This is a test product,71,,,This is a test product,,,,1,15,15
SAMDC00093,Imitation Jewellery,Necklace,,Ganesh Kundan Choker Set,https://shop.southindiajewels.com/wp-content/uploads/2021/06/Ganesh-Kundan-Choker-Set-2.jpg,This is a test product,16,16,20,,,,"Designer Choker,Designer Necklace",,,,This is a test product,71,,,This is a test product,,,,1,16,16
SAMDE00105,Imitation Jewellery,Necklace,,Gorgeous Aquamarine Gold Polish Earrings,https://shop.southindiajewels.com/wp-content/uploads/2021/07/Gorgeous-Aquamarine-Gold-Polish-Earrings-scaled.jpg,This is a test product,17,17,20,,,,"Designer Earrings,Designer Jhumkas",,,,This is a test product,71,,,This is a test product,,,,1,17,17
SAMDE00106,Imitation Jewellery,Necklace,,Elegant Kundan Enamel Stud,https://shop.southindiajewels.com/wp-content/uploads/2021/07/Elegant-Kundan-Enamel-Stud-scaled.jpg,This is a test product,18,18,20,,,,Designer Earrings,,,,This is a test product,71,,,This is a test product,,,,1,18,18
SAMDE00107,Imitation Jewellery,Necklace,,Stunning Kundan Chandbali Earrings,https://shop.southindiajewels.com/wp-content/uploads/2021/07/Stunning-Kundan-Chandbali-Earrings-2-scaled.jpg,This is a test product,19,19,20,,,,Designer Earrings,,,,This is a test product,71,,,This is a test product,,,,1,19,19
SGCDB00011,Imitation Jewellery,Necklace,,Beautiful Pearl Bracelet,https://shop.southindiajewels.com/wp-content/uploads/2021/02/Beautiful-Pearl-Bracelet-scaled.jpg,This is a test product,20,20,20,,,,Designer Bangle,,,,This is a test product,62,,,This is a test product,,,,1,20,20
SGCDB00042,Imitation Jewellery,Necklace,,Unique Baroque Pearl Bracelet,https://shop.southindiajewels.com/wp-content/uploads/2021/04/Unique-Baroque-Pearl-Bracelets-2-scaled.jpg,This is a test product,1,1,20,,,,"Designer Bangle,Designer Bracelet",,,,This is a test product,62,,,This is a test product,,,,1,1,1
SGCDC00001,Imitation Jewellery,Necklace,,Traditional Rose Gold Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/06/Traditional-Rose-Gold-Choker-scaled.jpg,This is a test product,2,2,20,,,,"Designer Choker,Designer Necklace",,,,This is a test product,62,,,This is a test product,,,,1,2,2
SGCDC00017,Imitation Jewellery,Necklace,,Antique Flower Design Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/03/Antique-Flower-Design-Choker-scaled.jpg,This is a test product,3,3,20,,,,"Designer Choker,Designer Necklace",,,,This is a test product,62,,,This is a test product,,,,1,3,3
SGCDC00018,Imitation Jewellery,Necklace,,Beautiful Antique Flower Design Hasli Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/03/Beautiful-Antique-Flower-Design-Hasli-Choker-01-scaled.jpg,This is a test product,4,4,20,,,,"Designer Choker,Designer Necklace",,,,This is a test product,62,,,This is a test product,,,,1,4,4
SHADC00090,Imitation Jewellery,Necklace,,Unique Gold Plated Filigree Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/12/Unique-Gold-Plated-Filigree-Choker-02.jpg,This is a test product,5,5,20,,,,"Designer Choker,Designer Necklace",,,,This is a test product,49,,,This is a test product,,,,1,5,5
SHADC00108,Imitation Jewellery,Necklace,,Mimimalastic Matte Gold Plated Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/03/Mimimalastic-Gold-Plated-Choker.jpg,This is a test product,6,6,20,,,,"Designer Choker,Designer Necklace",,,,This is a test product,49,,,This is a test product,,,,1,6,6
SHADE00040,Imitation Jewellery,Necklace,,Classic Designer Fusion Enamel Jhumkas,https://shop.southindiajewels.com/wp-content/uploads/2020/07/Classic-Designer-Fusion-Enamel-Jhumkas-01.jpg,This is a test product,7,7,20,,,,Designer Earrings,,,,This is a test product,49,,,This is a test product,,,,1,7,7
SHADE00056,Imitation Jewellery,Necklace,,Simple Pearl Designer Ear Studs,https://shop.southindiajewels.com/wp-content/uploads/2020/10/Simple-Pearl-Designer-Ear-Studs-01-scaled.jpg,This is a test product,8,8,20,,,,Designer Earrings,,,,This is a test product,49,,,This is a test product,,,,1,8,8
SHADE00057,Imitation Jewellery,Necklace,,Imitation Matte Finish Damroo Earrings,https://shop.southindiajewels.com/wp-content/uploads/2020/10/Imitation-Matte-Finish-Damroo-Earrings-01-scaled.jpg,This is a test product,9,9,20,,,,Designer Earrings,,,,This is a test product,49,,,This is a test product,,,,1,9,9
SHRIC00062,Imitation Jewellery,Necklace,,Gorgeous Multi Stone Emerald Beads Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/03/Gorgeous-Multi-Stone-Emerald-Beads-Choker-01-scaled.jpg,This is a test product,10,10,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,60,,,This is a test product,,,,1,10,10
SHRIC00066,Imitation Jewellery,Necklace,,Gorgeous Kemp Stone Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/03/Gorgeous-Kemp-Stone-Choker-2-scaled.jpg,This is a test product,11,11,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,60,,,This is a test product,,,,1,11,11
SHRIC00067,Imitation Jewellery,Necklace,,Traditional Lakshmi Matte Finish Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/03/Traditional-Lakshmi-Matte-Finish-Choker-3-scaled.jpg,This is a test product,12,12,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,60,,,This is a test product,,,,1,12,12
SHRIC00068,Imitation Jewellery,Necklace,,Amazing CZ Stone Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/03/Amazing-CZ-Stone-Choker-2-scaled.jpg,This is a test product,13,13,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,60,,,This is a test product,,,,1,13,13
SHRIC00090,Imitation Jewellery,Necklace,,Gorgeous Multi Color CZ Stone Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/05/Gorgeous-Multi-Color-CZ-Stone-Choker-2-scaled.jpg,This is a test product,14,14,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,60,,,This is a test product,,,,1,14,14
SHUIC00004,Imitation Jewellery,Necklace,,Beautiful Kemp Stone Choker Set,https://shop.southindiajewels.com/wp-content/uploads/2021/05/Beautiful-Kemp-Stone-Choker-Set.jpg,This is a test product,15,15,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,65,,,This is a test product,,,,1,15,15
SHUIC00005,Imitation Jewellery,Necklace,,Blissful Matte Finish Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/06/Blissful-Matte-Finish-Choker.jpg,This is a test product,16,16,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,65,,,This is a test product,,,,1,16,16
SHUIC00008,Imitation Jewellery,Necklace,,Traditional Lakshmi Design Choker Set,https://shop.southindiajewels.com/wp-content/uploads/2021/07/Traditional-Lakshmi-Design-Choker-Set.jpg,This is a test product,17,17,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,65,,,This is a test product,,,,1,17,17
SHUIC00010,Imitation Jewellery,Necklace,,Gorgeous Tirupati Balaji Choker Set,https://shop.southindiajewels.com/wp-content/uploads/2021/07/Gorgeous-Tirupati-Balaji-Choker-Set.jpg,This is a test product,18,18,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,65,,,This is a test product,,,,1,18,18
SHUIC00011,Imitation Jewellery,Necklace,,Classic Radha Krishna Choker Set,https://shop.southindiajewels.com/wp-content/uploads/2021/07/Classic-Radha-Krishna-Choker-Set.jpg,This is a test product,19,19,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,65,,,This is a test product,,,,1,19,19
SIDIC00037,Imitation Jewellery,Necklace,,Unique Matte Gold Finish Peacock Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/03/Unique-Matte-Gold-Finish-Peacock-Choker-01.jpg,This is a test product,20,20,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,68,,,This is a test product,,,,1,20,20
SIDIC00045,Imitation Jewellery,Necklace,,German Silver Lakshmi Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/03/German-Silver-Lakshmi-Choker-01.jpg,This is a test product,1,1,20,,,,"German Silver Choker,German Silver Necklace",,,,This is a test product,68,,,This is a test product,,,,1,1,1
SIDIC00057,Imitation Jewellery,Necklace,,Beautiful CZ Stone Choker,https://shop.southindiajewels.com/wp-content/uploads/2021/03/Beautiful-CZ-Stone-Choker.jpg,This is a test product,2,2,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,68,,,This is a test product,,,,1,2,2
SIDIE00001,Imitation Jewellery,Necklace,,Traditional Red and Green Chandbali Earrings,https://shop.southindiajewels.com/wp-content/uploads/2021/02/Traditional-Red-and-Green-Chandbali-Earrings-01.jpg,This is a test product,3,3,20,,,,Imitation Earrings,,,,This is a test product,68,,,This is a test product,,,,1,3,3
SIDIE00002,Imitation Jewellery,Necklace,,Traditional Kemp Stone Chandbali Earrings,https://shop.southindiajewels.com/wp-content/uploads/2021/02/Traditional-Kemp-Stone-Chandbali-Earrings-02.jpg,This is a test product,4,4,20,,,,Imitation Earrings,,,,This is a test product,68,,,This is a test product,,,,1,4,4
SMADB00029,Imitation Jewellery,Necklace,,Beautiful Ruby Kundan Bangles,https://shop.southindiajewels.com/wp-content/uploads/2021/03/Beautiful-Ruby-Kundan-Bangles-01.jpg,This is a test product,5,5,20,,,,"Designer Bangle,Imitation Bangles",,,,This is a test product,71,,,This is a test product,,,,1,5,5
SMADB00031,Imitation Jewellery,Necklace,,Trendy Floral Design Ruby Bangles,https://shop.southindiajewels.com/wp-content/uploads/2021/03/Trendy-Floral-Design-Ruby-Bangles-01.jpg,This is a test product,6,6,20,,,,"Designer Bangle,Imitation Bangles",,,,This is a test product,71,,,This is a test product,,,,1,6,6
SMADB00043,Imitation Jewellery,Necklace,,Gorgeous AD Floral Design Bangle,https://shop.southindiajewels.com/wp-content/uploads/2021/03/Gorgeous-AD-Floral-Design-Bangle.jpg,This is a test product,7,7,20,,,,"Designer Bangle,Imitation Bangles",,,,This is a test product,71,,,This is a test product,,,,1,7,7
SMADB00082,Imitation Jewellery,Necklace,,Unique Kundan Bracelet,https://shop.southindiajewels.com/wp-content/uploads/2021/06/Unique-Kundan-Bracelet.jpg,This is a test product,8,8,20,,,,"Imitation Bangles,Imitation Bracelet",,,,This is a test product,71,,,This is a test product,,,,1,8,8
SMADB00083,Imitation Jewellery,Necklace,,Stunning Oval Design Kundan Bracelet,https://shop.southindiajewels.com/wp-content/uploads/2021/06/Stunning-Oval-Design-Kundan-Bracelet.jpg,This is a test product,9,9,20,,,,"Imitation Bangles,Imitation Bracelet",,,,This is a test product,71,,,This is a test product,,,,1,9,9
SOWIC00008,Imitation Jewellery,Necklace,,Gorgeous Green Stone Studded Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/07/Gorgeous-Green-Stone-Studded-Choker-01.png,This is a test product,10,10,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,51,,,This is a test product,,,,1,10,10
SOWIC00049,Imitation Jewellery,Necklace,,Om Nama Shivaya Choker With Jhumkas,https://shop.southindiajewels.com/wp-content/uploads/2020/09/51.2-1-min.png,This is a test product,11,11,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,51,,,This is a test product,,,,1,11,11
SOWIC00050,Imitation Jewellery,Necklace,,German Silver Spade Choker With Jhumkas,https://shop.southindiajewels.com/wp-content/uploads/2020/08/52.1-min.png,This is a test product,12,12,20,,,,Imitation Choker,,,,This is a test product,51,,,This is a test product,,,,1,12,12
SOWIC00051,Imitation Jewellery,Necklace,,Lotus Design Choker With Jhumkas,https://shop.southindiajewels.com/wp-content/uploads/2020/08/53.1-min.png,This is a test product,13,13,20,,,,Imitation Choker,,,,This is a test product,51,,,This is a test product,,,,1,13,13
SOWIC00052,Imitation Jewellery,Necklace,,German Silver Peacock Choker With Jhumkas,https://shop.southindiajewels.com/wp-content/uploads/2020/08/54.1-min.png,This is a test product,14,14,20,,,,Imitation Choker,,,,This is a test product,51,,,This is a test product,,,,1,14,14
STUIC00009,Imitation Jewellery,Necklace,,High Quality Kemp Stone Choker Set,https://shop.southindiajewels.com/wp-content/uploads/2020/09/High-Quality-Kemp-Stone-Choker-Set-01-scaled.jpg,This is a test product,20,20,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,69,,,This is a test product,,,,1,20,20
STUIE00007,Imitation Jewellery,Necklace,,Beautiful CZ Matte Earrings,https://shop.southindiajewels.com/wp-content/uploads/2020/09/Beautiful-CZ-Matte-Earrings-01-scaled.jpg,This is a test product,1,1,20,,,,Imitation Earrings,,,,This is a test product,69,,,This is a test product,,,,1,1,1
STUIE00015,Imitation Jewellery,Necklace,,Unique Rose Gold Birdcage Jhumkas,https://shop.southindiajewels.com/wp-content/uploads/2020/10/Unique-Rose-Gold-Birdcage-Jhumkas-01.jpg,This is a test product,2,2,20,,,,Designer Earrings,,,,This is a test product,69,,,This is a test product,,,,1,2,2
STUIE00016,Imitation Jewellery,Necklace,,Premium Quality Pearl & Kundan Jhumka,https://shop.southindiajewels.com/wp-content/uploads/2020/10/Premium-Quality-Pearl-Kundan-Jhumka-01.jpg,This is a test product,3,3,20,,,,Designer Earrings,,,,This is a test product,69,,,This is a test product,,,,1,3,3
STUIE00017,Imitation Jewellery,Necklace,,Stunning Kundan Chandbali Earrings,https://shop.southindiajewels.com/wp-content/uploads/2020/10/Stunning-Kundan-Chandbali-Earrings-01-scaled.jpg,This is a test product,4,4,20,,,,Designer Earrings,,,,This is a test product,69,,,This is a test product,,,,1,4,4
TRIIC00007,Imitation Jewellery,Necklace,,Lakshmi Pendant Beads Choker With Earrings,https://shop.southindiajewels.com/wp-content/uploads/2020/08/7-4-min-min-scaled.jpg,This is a test product,5,5,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,55,,,This is a test product,,,,1,5,5
TRIIC00012,Imitation Jewellery,Necklace,,AD Stone Matte Finish Choker With Pearl Dangling,https://shop.southindiajewels.com/wp-content/uploads/2020/08/12-min-min-scaled.jpg,This is a test product,6,6,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,55,,,This is a test product,,,,1,6,6
TRIIC00024,Imitation Jewellery,Necklace,,Elegant Peacock Design Choker Set,https://shop.southindiajewels.com/wp-content/uploads/2020/09/Elegant-Peacock-Design-Choker-Set-02-scaled.jpg,This is a test product,7,7,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,55,,,This is a test product,,,,1,7,7
TRIIC00027,Imitation Jewellery,Necklace,,Royal & Elegant Bridal Wear Choker Set,https://shop.southindiajewels.com/wp-content/uploads/2020/09/Royal-Elegant-Bridal-Wear-Choker-Set-01-scaled.jpg,This is a test product,8,8,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,55,,,This is a test product,,,,1,8,8
TRIIC00028,Imitation Jewellery,Necklace,,Royal & Classy Peacock Design Choker Set,https://shop.southindiajewels.com/wp-content/uploads/2020/09/Royal-Classy-Peacock-Design-Choker-Set-01-scaled.jpg,This is a test product,9,9,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,55,,,This is a test product,,,,1,9,9
TRIIC00030,Imitation Jewellery,Necklace,,Elegant Kemp Stone Choker Set,https://shop.southindiajewels.com/wp-content/uploads/2020/09/Elegant-Kemp-Stone-Choker-Set-01-scaled.jpg,This is a test product,10,10,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,55,,,This is a test product,,,,1,10,10
VARIC00010,Imitation Jewellery,Necklace,,Simple Double Layer Emerald Kemp Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/07/Simple-Double-Layer-Emerald-Kemp-Choker-01-1-scaled.jpg,This is a test product,11,11,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,50,,,This is a test product,,,,1,11,11
VARIC00011,Imitation Jewellery,Necklace,,Beautiful High Neck Antique Kemp Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/07/Beautiful-High-Neck-Antique-Kemp-Choker-01-scaled.jpg,This is a test product,12,12,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,50,,,This is a test product,,,,1,12,12
VARIC00066,Imitation Jewellery,Necklace,,Elegant Pearl Choker with Earrings,https://shop.southindiajewels.com/wp-content/uploads/2020/09/Elegant-Pearl-Choker-with-Earrings-02-scaled.jpg,This is a test product,13,13,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,50,,,This is a test product,,,,1,13,13
VARIC00067,Imitation Jewellery,Necklace,,Traditional Wear Antique Pear Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/09/Traditional-Wear-Antique-Pearl-Choker-02-scaled.jpg,This is a test product,14,14,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,50,,,This is a test product,,,,1,14,14
VARIC00084,Imitation Jewellery,Necklace,,Elegant Designer Pearl Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/10/Elegant-Designer-Pearl-Choker-01-scaled.jpg,This is a test product,15,15,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,50,,,This is a test product,,,,1,15,15
VIBDN00255,Imitation Jewellery,Necklace,,Gorgeous Multi Flowers Abalone Wired Necklace,https://shop.southindiajewels.com/wp-content/uploads/2021/03/Gorgeous-Multi-Flowers-Abalone-Wired-Necklace-01-scaled.jpg,This is a test product,16,16,20,,,,Designer Necklace,,,,This is a test product,53,,,This is a test product,,,,1,16,16
VIBIC00068,Imitation Jewellery,Necklace,,Classic Diamond Finish Green Stone Wedding Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/06/Classic-Diamond-Finish-Green-Stone-Wedding-Choker-01.jpg,This is a test product,17,17,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,53,,,This is a test product,,,,1,17,17
VIBIC00069,Imitation Jewellery,Necklace,,Exclusive Diamond Finish Bridal Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/06/Exclusive-Diamond-Finish-Bridal-Choker-01.jpg,This is a test product,18,18,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,53,,,This is a test product,,,,1,18,18
VIBIC00070,Imitation Jewellery,Necklace,,Adorable Diamond Finish Bridal Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/06/Adorable-Diamond-Finish-Bridal-Choker-01.jpg,This is a test product,19,19,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,53,,,This is a test product,,,,1,19,19
VIBIC00176,Imitation Jewellery,Necklace,,Grand Bridal Pota Kemp Stones Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/08/Grand-Bridal-Pota-Kemp-Stones-Choker-01-scaled.jpg,This is a test product,20,20,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,53,,,This is a test product,,,,1,20,20
VIBIC00219,Imitation Jewellery,Necklace,,Gorgeous Grand Bridal Choker,https://shop.southindiajewels.com/wp-content/uploads/2020/09/Gorgeous-Grand-Bridal-Choker-01-scaled.jpg,This is a test product,20,20,20,,,,"Imitation Choker,Imitation Necklace",,,,This is a test product,53,,,This is a test product,,,,1,20,20
